State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
Virginia,Fauquier,2015,208,200,8,0,0,0,0,61,47,36,0,0,208,0,0
Virginia,Frederick,2015,342,271,71,0,0,0,0,84,61,39,0,0,151,191,0
Virginia,Fredericksburg City,2015,57,57,0,0,0,0,0,27,19,11,0,0,0,0,57
Virginia,Giles,2015,357,324,33,0,0,0,0,93,50,39,0,0,357,0,0
Virginia,Hampton City,2015,365,307,58,0,0,0,0,90,58,37,1,14,196,154,0
Virginia,Hanover,2015,214,189,25,0,0,0,0,74,54,40,0,0,214,0,0
Virginia,Henrico,2015,365,282,80,3,0,0,0,119,58,39,1,6,231,127,0
Virginia,Hopewell City,2015,60,60,0,0,0,0,0,23,16,10,0,0,0,0,60
Virginia,King William,2015,54,54,0,0,0,0,0,30,19,12,0,0,0,0,54
Virginia,Loudoun,2015,361,307,50,4,0,0,0,115,57,36,0,123,185,53,0
Virginia,Lynchburg City,2015,116,105,11,0,0,0,0,62,50,30,0,0,0,116,0
Virginia,Madison,2015,361,304,57,0,0,0,0,88,54,43,0,0,336,25,0
Virginia,Norfolk City,2015,365,353,12,0,0,0,0,76,39,20,13,254,0,98,0
Virginia,Page,2015,243,209,34,0,0,0,0,88,53,42,0,0,199,44,0
Virginia,Prince Edward,2015,361,351,10,0,0,0,0,74,46,34,0,0,361,0,0
Virginia,Prince William,2015,364,330,34,0,0,0,0,93,50,30,0,151,213,0,0
Virginia,Richmond City,2015,365,272,93,0,0,0,0,84,60,39,0,46,0,319,0
Virginia,Roanoke,2015,365,294,71,0,0,0,0,90,55,38,0,16,166,183,0
Virginia,Rockbridge,2015,263,251,12,0,0,0,0,81,49,37,0,0,197,66,0
Virginia,Rockingham,2015,361,322,39,0,0,0,0,90,51,36,0,111,193,57,0
Virginia,Salem City,2015,118,101,17,0,0,0,0,91,55,32,0,0,0,118,0
Virginia,Stafford,2015,214,183,31,0,0,0,0,97,54,40,0,0,214,0,0
Virginia,Suffolk City,2015,214,182,32,0,0,0,0,93,58,40,0,0,214,0,0
Virginia,Virginia Beach City,2015,352,314,38,0,0,0,0,85,51,30,0,0,0,352,0
Virginia,Winchester City,2015,59,59,0,0,0,0,0,31,17,11,0,0,0,0,59
Virginia,Wythe,2015,211,196,15,0,0,0,0,74,49,38,0,0,211,0,0
Washington,Adams,2015,356,325,26,2,3,0,0,161,48,20,0,0,0,356,0
Washington,Asotin,2015,267,216,51,0,0,0,0,82,58,27,0,0,0,267,0
Washington,Benton,2015,362,292,60,8,1,0,1,485,62,30,0,0,83,233,46
Washington,Chelan,2015,362,289,70,3,0,0,0,148,60,25,0,0,0,362,0
Washington,Clallam,2015,364,318,46,0,0,0,0,77,53,38,1,0,242,121,0
Washington,Clark,2015,344,272,67,2,3,0,0,157,63,33,0,0,113,231,0
Washington,Columbia,2015,362,353,8,1,0,0,0,104,32,14,0,0,0,362,0
Washington,Cowlitz,2015,362,341,20,1,0,0,0,109,44,20,0,0,0,362,0
Washington,Franklin,2015,359,327,29,3,0,0,0,139,47,20,0,0,0,359,0
Washington,Grant,2015,360,321,35,3,1,0,0,152,52,23,0,0,0,360,0
Washington,Grays Harbor,2015,343,330,13,0,0,0,0,64,38,22,0,0,0,343,0
Washington,Jefferson,2015,307,298,9,0,0,0,0,72,39,20,0,0,0,307,0
Washington,King,2015,364,218,137,9,0,0,0,129,71,45,1,77,96,190,0
Washington,Kitsap,2015,358,349,9,0,0,0,0,82,33,18,0,0,0,358,0
Washington,Kittitas,2015,363,296,63,2,2,0,0,157,60,21,0,0,0,363,0
Washington,Klickitat,2015,120,111,8,1,0,0,0,108,40,16,0,0,0,120,0
Washington,Lewis,2015,361,338,22,0,1,0,0,153,42,23,0,0,0,361,0
Washington,Mason,2015,362,343,18,1,0,0,0,102,43,22,0,0,0,362,0
Washington,Okanogan,2015,363,219,127,6,4,2,5,490,73,41,0,0,0,363,0
Washington,Pierce,2015,365,284,74,6,1,0,0,162,64,41,0,0,228,137,0
Washington,Skagit,2015,365,335,29,1,0,0,0,116,47,35,0,1,212,152,0
Washington,Snohomish,2015,362,279,71,10,2,0,0,156,65,28,0,0,0,362,0
Washington,Spokane,2015,364,258,92,10,4,0,0,167,70,42,1,0,127,212,24
Washington,Stevens,2015,362,265,85,10,2,0,0,158,69,28,0,0,0,280,82
Washington,Thurston,2015,357,312,45,0,0,0,0,99,52,31,0,0,145,212,0
Washington,Walla Walla,2015,362,331,27,3,1,0,0,152,49,19,0,0,0,362,0
Washington,Whatcom,2015,331,310,21,0,0,0,0,89,44,30,0,0,130,201,0
Washington,Whitman,2015,362,327,27,7,1,0,0,176,49,20,0,0,0,362,0
Washington,Yakima,2015,363,236,107,16,4,0,0,181,85,36,0,0,0,356,7
West Virginia,Berkeley,2015,254,187,67,0,0,0,0,100,67,44,0,0,191,63,0
West Virginia,Brooke,2015,365,317,48,0,0,0,0,91,55,17,12,0,0,123,230
West Virginia,Cabell,2015,259,199,59,1,0,0,0,101,67,42,0,0,190,69,0
West Virginia,Gilmer,2015,346,338,8,0,0,0,0,67,44,31,0,0,346,0,0
West Virginia,Greenbrier,2015,210,202,8,0,0,0,0,71,48,38,0,0,210,0,0
West Virginia,Hancock,2015,365,302,61,2,0,0,0,112,58,33,15,0,188,69,93
West Virginia,Harrison,2015,116,92,24,0,0,0,0,84,55,35,0,0,0,116,0
West Virginia,Kanawha,2015,359,302,55,1,1,0,0,162,58,33,0,0,167,85,107
West Virginia,Marion,2015,119,87,32,0,0,0,0,89,57,37,0,0,0,119,0
West Virginia,Marshall,2015,363,261,102,0,0,0,0,87,61,39,0,0,0,363,0
West Virginia,Monongalia,2015,254,200,52,2,0,0,0,133,64,41,0,0,188,66,0
West Virginia,Ohio,2015,251,185,64,2,0,0,0,112,62,43,0,0,187,64,0
West Virginia,Raleigh,2015,25,25,0,0,0,0,0,42,40,24,0,0,0,25,0
West Virginia,Tucker,2015,355,333,21,1,0,0,0,115,48,36,0,0,338,17,0
West Virginia,Wood,2015,260,199,57,4,0,0,0,129,64,42,0,0,191,69,0
Wisconsin,Ashland,2015,360,349,11,0,0,0,0,77,44,33,0,0,350,10,0
Wisconsin,Brown,2015,362,288,73,1,0,0,0,122,60,38,0,0,166,196,0
Wisconsin,Columbia,2015,214,192,22,0,0,0,0,80,51,40,0,0,214,0,0
Wisconsin,Dane,2015,347,270,76,1,0,0,0,106,60,40,0,0,158,189,0
Wisconsin,Dodge,2015,365,297,67,1,0,0,0,101,58,38,0,0,275,89,1
Wisconsin,Door,2015,202,175,22,5,0,0,0,129,61,39,0,0,202,0,0
Wisconsin,Eau Claire,2015,358,325,32,1,0,0,0,125,50,33,0,0,200,158,0
Wisconsin,Fond du Lac,2015,194,165,29,0,0,0,0,97,58,40,0,0,194,0,0
Wisconsin,Forest,2015,362,338,23,1,0,0,0,102,47,34,0,0,323,39,0
Wisconsin,Grant,2015,361,311,49,1,0,0,0,107,54,29,0,0,0,361,0
Wisconsin,Jefferson,2015,198,171,27,0,0,0,0,93,58,40,0,0,198,0,0
Wisconsin,Kenosha,2015,361,270,85,5,1,0,0,157,64,41,0,0,196,165,0
Wisconsin,Kewaunee,2015,200,170,27,3,0,0,0,119,58,40,0,0,200,0,0
Wisconsin,La Crosse,2015,361,314,47,0,0,0,0,98,53,37,0,0,205,156,0
Wisconsin,Manitowoc,2015,191,159,27,5,0,0,0,133,67,38,0,0,191,0,0
Wisconsin,Marathon,2015,204,192,12,0,0,0,0,90,48,36,0,0,204,0,0
Wisconsin,Milwaukee,2015,365,266,96,3,0,0,0,112,64,41,0,20,186,158,1
Wisconsin,Outagamie,2015,362,297,65,0,0,0,0,98,60,38,0,0,161,201,0
Wisconsin,Ozaukee,2015,365,299,61,5,0,0,0,122,60,36,0,0,187,178,0
Wisconsin,Racine,2015,185,154,30,1,0,0,0,105,67,39,0,0,185,0,0
Wisconsin,Rock,2015,192,165,27,0,0,0,0,100,58,41,0,0,192,0,0
Wisconsin,Sauk,2015,364,311,53,0,0,0,0,96,55,36,0,0,176,183,5
Wisconsin,Sheboygan,2015,198,154,33,10,1,0,0,159,80,40,0,0,198,0,0
Wisconsin,Taylor,2015,365,335,29,1,0,0,0,120,49,34,0,0,290,75,0
Wisconsin,Vilas,2015,204,188,16,0,0,0,0,84,48,33,0,0,173,31,0
Wisconsin,Walworth,2015,199,170,28,1,0,0,0,108,58,40,0,0,199,0,0
Wisconsin,Waukesha,2015,357,275,81,1,0,0,0,105,63,40,0,0,149,208,0
Wyoming,Albany,2015,365,279,86,0,0,0,0,93,60,45,0,0,314,7,44
Wyoming,Big Horn,2015,359,327,32,0,0,0,0,71,50,39,0,0,324,29,6
Wyoming,Campbell,2015,365,252,110,2,1,0,0,198,66,44,0,8,191,29,137
Wyoming,Carbon,2015,365,329,35,1,0,0,0,105,50,42,0,2,355,7,1
Wyoming,Converse,2015,365,293,67,3,2,0,0,161,58,43,0,0,284,18,63
Wyoming,Fremont,2015,365,288,77,0,0,0,0,97,58,45,0,0,337,28,0
Wyoming,Goshen,2015,167,152,13,2,0,0,0,138,49,23,0,0,10,157,0
Wyoming,Johnson,2015,57,56,1,0,0,0,0,56,18,6,0,0,0,57,0
Wyoming,Laramie,2015,365,308,56,0,1,0,0,152,61,42,1,3,327,30,4
Wyoming,Lincoln,2015,365,355,10,0,0,0,0,96,34,13,0,0,0,0,365
Wyoming,Natrona,2015,365,329,36,0,0,0,0,95,50,41,0,14,342,9,0
Wyoming,Park,2015,126,121,5,0,0,0,0,81,36,15,0,0,0,102,24
Wyoming,Platte,2015,60,57,3,0,0,0,0,86,46,14,0,0,0,0,60
Wyoming,Sheridan,2015,365,326,37,2,0,0,0,146,51,38,0,0,264,46,55
Wyoming,Sublette,2015,365,297,67,1,0,0,0,101,61,44,0,0,353,12,0
Wyoming,Sweetwater,2015,365,256,105,4,0,0,0,119,71,44,0,3,333,4,25
Wyoming,Teton,2015,365,325,39,1,0,0,0,107,51,42,0,0,353,9,3
Wyoming,Uinta,2015,365,316,47,2,0,0,0,101,54,41,0,0,354,0,11
Wyoming,Weston,2015,364,327,37,0,0,0,0,92,51,40,0,0,349,14,1
Alabama,Baldwin,2016,279,247,32,0,0,0,0,87,51,37,0,0,221,58,0
Alabama,Clay,2016,116,109,7,0,0,0,0,56,45,30,0,0,0,116,0
Alabama,Colbert,2016,282,258,23,1,0,0,0,115,50,38,0,0,219,63,0
Alabama,DeKalb,2016,348,304,43,1,0,0,0,119,54,40,0,0,321,27,0
Alabama,Elmore,2016,117,107,10,0,0,0,0,77,48,40,0,0,117,0,0
Alabama,Etowah,2016,352,162,184,3,3,0,0,179,67,52,0,0,104,248,0
Alabama,Houston,2016,280,265,15,0,0,0,0,97,48,35,0,0,221,59,0
Alabama,Jefferson,2016,366,191,166,8,1,0,0,151,77,49,0,16,147,200,3
Alabama,Lawrence,2016,118,116,1,1,0,0,0,105,40,25,0,0,0,118,0
Alabama,Madison,2016,333,280,52,1,0,0,0,122,55,40,0,0,235,34,64
Alabama,Mobile,2016,358,269,87,2,0,0,0,139,58,42,0,0,139,219,0
Alabama,Montgomery,2016,363,285,76,1,1,0,0,170,58,42,0,0,175,188,0
Alabama,Morgan,2016,365,304,59,2,0,0,0,107,55,40,0,0,214,151,0
Alabama,Russell,2016,257,192,65,0,0,0,0,100,61,43,0,0,176,81,0
Alabama,Shelby,2016,244,205,35,4,0,0,0,133,61,41,0,0,244,0,0
Alabama,Sumter,2016,336,315,21,0,0,0,0,70,47,34,0,0,185,151,0
Alabama,Talladega,2016,117,99,18,0,0,0,0,79,52,35,0,0,0,117,0
Alabama,Tuscaloosa,2016,365,224,141,0,0,0,0,100,59,47,0,0,93,272,0
Alaska,Aleutians East ,2016,119,118,1,0,0,0,0,53,18,8,0,0,0,119,0
Alaska,Anchorage ,2016,361,288,73,0,0,0,0,90,59,31,0,0,0,214,147
Alaska,Denali ,2016,358,357,1,0,0,0,0,54,41,33,0,0,354,4,0
Alaska,Fairbanks North Star ,2016,366,219,91,33,23,0,0,180,121,37,0,5,136,210,15
Alaska,Juneau ,2016,305,255,50,0,0,0,0,89,58,20,0,0,0,297,8
Alaska,Kenai Peninsula ,2016,122,122,0,0,0,0,0,25,14,7,0,0,0,122,0
Alaska,Matanuska-Susitna ,2016,366,299,63,4,0,0,0,128,59,33,0,0,250,88,28
Arizona,Apache,2016,366,364,2,0,0,0,0,54,24,13,0,0,0,33,333
Arizona,Cochise,2016,366,281,83,2,0,0,0,141,61,44,0,0,323,3,40
Arizona,Coconino,2016,366,301,65,0,0,0,0,97,58,44,0,0,363,3,0
Arizona,Gila,2016,366,257,107,2,0,0,0,115,71,44,0,0,300,2,64
Arizona,La Paz,2016,365,294,70,1,0,0,0,101,67,41,0,3,291,34,37
Arizona,Maricopa,2016,366,59,270,36,0,1,0,203,101,64,0,33,186,74,73
Arizona,Mohave,2016,357,336,21,0,0,0,0,83,40,18,0,0,0,34,323
Arizona,Navajo,2016,366,301,65,0,0,0,0,90,54,43,0,0,352,0,14
Arizona,Pima,2016,366,203,159,4,0,0,0,119,74,49,0,0,246,13,107
Arizona,Pinal,2016,366,76,237,46,5,1,1,1263,108,69,0,0,109,34,223
Arizona,Santa Cruz,2016,363,260,102,0,1,0,0,191,62,38,0,0,0,200,163
Arizona,Yavapai,2016,349,300,49,0,0,0,0,90,54,40,0,0,343,6,0
Arizona,Yuma,2016,366,228,124,12,1,0,1,419,77,46,0,0,213,43,110
Arkansas,Arkansas,2016,119,100,19,0,0,0,0,70,54,33,0,0,0,119,0
Arkansas,Ashley,2016,118,102,16,0,0,0,0,68,52,34,0,0,0,118,0
Arkansas,Clark,2016,355,351,4,0,0,0,0,54,45,34,0,0,355,0,0
Arkansas,Crittenden,2016,366,314,49,2,1,0,0,159,54,39,0,20,308,38,0
Arkansas,Garland,2016,119,97,22,0,0,0,0,67,53,36,0,0,0,119,0
Arkansas,Jackson,2016,115,94,21,0,0,0,0,76,57,30,0,0,0,115,0
Arkansas,Newton,2016,366,350,16,0,0,0,0,90,47,37,0,0,343,23,0
Arkansas,Polk,2016,366,318,48,0,0,0,0,87,52,40,0,0,323,43,0
Arkansas,Pulaski,2016,366,257,109,0,0,0,0,100,60,44,0,6,166,194,0
Arkansas,Union,2016,122,98,24,0,0,0,0,71,53,35,0,0,0,122,0
Arkansas,Washington,2016,366,338,28,0,0,0,0,77,49,38,0,0,326,40,0
California,Alameda,2016,366,239,112,13,2,0,0,154,74,44,0,15,214,137,0
California,Alpine,2016,24,22,2,0,0,0,0,65,47,22,0,0,0,24,0
California,Amador,2016,366,304,57,5,0,0,0,115,64,37,0,0,366,0,0
California,Butte,2016,366,169,181,16,0,0,0,127,86,52,0,0,199,167,0
California,Calaveras,2016,366,232,112,22,0,0,0,150,87,44,0,0,280,85,1
California,Colusa,2016,366,272,94,0,0,0,0,91,64,43,0,0,248,99,19
California,Contra Costa,2016,366,287,76,3,0,0,0,143,59,40,0,2,223,141,0
California,Del Norte,2016,177,172,5,0,0,0,0,65,40,20,0,0,0,177,0
California,El Dorado,2016,366,222,101,31,12,0,0,172,105,45,0,0,365,1,0
California,Fresno,2016,366,92,169,80,25,0,0,190,140,74,0,1,217,136,12
California,Glenn,2016,362,259,103,0,0,0,0,91,61,43,0,0,210,143,9
California,Humboldt,2016,366,326,40,0,0,0,0,74,52,35,0,1,229,130,6
California,Imperial,2016,366,105,216,39,3,1,2,541,105,60,0,2,144,90,130
California,Inyo,2016,366,244,99,15,4,1,3,426,87,44,0,0,313,16,37
California,Kern,2016,366,70,180,102,14,0,0,169,136,80,0,0,231,128,7
California,Kings,2016,366,85,207,71,3,0,0,156,115,70,0,0,184,133,49
California,Lake,2016,365,358,7,0,0,0,0,74,44,33,0,0,363,2,0
California,Los Angeles,2016,366,32,230,81,19,4,0,210,134,75,0,33,174,157,2
California,Madera,2016,366,123,193,47,3,0,0,156,105,59,0,0,217,134,15
California,Marin,2016,366,339,27,0,0,0,0,90,48,32,0,14,221,131,0
California,Mariposa,2016,366,219,127,19,1,0,0,159,93,46,0,0,270,80,16
California,Mendocino,2016,364,334,30,0,0,0,0,66,45,33,0,0,193,167,4
California,Merced,2016,366,158,173,33,2,0,0,151,100,53,0,0,225,138,3
California,Mono,2016,366,314,19,3,6,0,24,6403,63,18,0,0,0,19,347
California,Monterey,2016,366,325,30,3,8,0,0,176,52,36,0,0,262,63,41
California,Napa,2016,366,296,70,0,0,0,0,90,56,37,0,2,166,197,1
California,Nevada,2016,366,235,86,40,5,0,0,179,101,44,0,0,359,7,0
California,Orange,2016,366,149,202,13,2,0,0,169,87,54,0,30,173,162,1
California,Placer,2016,366,241,105,17,3,0,0,166,80,44,0,7,237,121,1
California,Plumas,2016,355,250,94,10,1,0,0,152,73,32,0,0,0,355,0
California,Riverside,2016,366,44,193,86,37,4,2,389,154,82,0,0,210,97,59
California,Sacramento,2016,366,187,138,34,7,0,0,172,101,49,0,5,221,140,0
California,San Benito,2016,366,305,56,5,0,0,0,126,61,39,0,0,352,14,0
California,San Bernardino,2016,366,28,200,78,48,12,0,217,172,83,0,37,204,116,9
California,San Diego,2016,366,69,255,40,2,0,0,164,105,66,0,4,224,138,0
California,San Francisco,2016,366,311,55,0,0,0,0,67,53,36,1,45,154,166,0
California,San Joaquin,2016,366,138,202,25,1,0,0,166,93,55,0,2,144,217,3
California,San Luis Obispo,2016,366,177,180,8,1,0,0,156,84,51,0,0,249,75,42
California,San Mateo,2016,366,303,63,0,0,0,0,67,54,37,1,26,119,220,0
California,Santa Barbara,2016,366,261,93,9,2,0,1,315,67,44,0,0,259,72,35
California,Santa Clara,2016,366,272,93,1,0,0,0,101,61,40,0,14,191,161,0
California,Santa Cruz,2016,366,347,19,0,0,0,0,72,45,32,0,0,255,111,0
California,Shasta,2016,366,298,54,14,0,0,0,140,74,41,0,0,363,3,0
California,Siskiyou,2016,362,356,6,0,0,0,0,93,43,27,0,0,342,20,0
California,Solano,2016,366,278,86,2,0,0,0,105,62,40,0,3,208,155,0
California,Sonoma,2016,366,348,18,0,0,0,0,87,44,32,0,0,298,64,4
California,Stanislaus,2016,366,147,176,40,3,0,0,164,103,55,0,1,202,159,4
California,Sutter,2016,366,166,168,32,0,0,0,147,97,53,0,0,204,162,0
California,Tehama,2016,366,226,98,37,5,0,0,174,108,44,0,0,325,40,1
California,Trinity,2016,167,116,51,0,0,0,0,96,70,38,0,0,0,167,0
California,Tulare,2016,366,80,162,102,22,0,0,177,145,77,0,0,222,137,7
California,Tuolumne,2016,354,223,86,38,7,0,0,164,108,44,0,0,354,0,0
California,Ventura,2016,366,173,184,9,0,0,0,147,84,51,0,0,232,127,7
California,Yolo,2016,366,293,69,4,0,0,0,115,61,40,0,1,281,83,1
Colorado,Adams,2016,366,265,100,1,0,0,0,105,64,44,1,91,182,56,36
Colorado,Alamosa,2016,360,354,4,1,0,1,0,271,31,18,0,0,0,4,356
Colorado,Arapahoe,2016,366,267,93,6,0,0,0,119,71,44,0,0,360,6,0
Colorado,Archuleta,2016,347,343,4,0,0,0,0,82,31,17,0,0,0,0,347
Colorado,Boulder,2016,204,190,14,0,0,0,0,97,48,35,0,0,108,80,16
Colorado,Chaffee,2016,151,97,51,3,0,0,0,105,71,47,0,0,151,0,0
Colorado,Clear Creek,2016,311,210,94,6,1,0,0,154,77,47,0,0,311,0,0
Colorado,Delta,2016,119,117,2,0,0,0,0,64,31,16,0,0,0,0,119
Colorado,Denver,2016,366,165,197,4,0,0,0,112,73,52,0,184,112,66,4
Colorado,Douglas,2016,362,253,93,15,1,0,0,151,80,44,0,0,353,9,0
Colorado,El Paso,2016,366,268,96,2,0,0,0,126,67,44,0,0,342,24,0
Colorado,Fremont,2016,52,52,0,0,0,0,0,50,24,14,0,0,0,0,52
Colorado,Garfield,2016,366,264,101,1,0,0,0,126,67,47,0,0,366,0,0
Colorado,Grand,2016,152,131,21,0,0,0,0,80,54,44,0,0,152,0,0
Colorado,Gunnison,2016,366,316,50,0,0,0,0,87,54,44,0,0,344,0,22
Colorado,Jackson,2016,115,115,0,0,0,0,0,43,15,6,0,0,0,115,0
Colorado,Jefferson,2016,366,245,101,17,3,0,0,159,87,46,0,0,366,0,0
Colorado,La Plata,2016,366,251,107,8,0,0,0,122,80,46,0,1,359,3,3
Colorado,Larimer,2016,366,189,169,7,1,0,0,151,87,50,0,0,317,47,2
Colorado,Mesa,2016,366,260,105,1,0,0,0,102,64,46,0,0,299,67,0
Colorado,Moffat,2016,345,316,29,0,0,0,0,67,50,41,0,0,345,0,0
Colorado,Montezuma,2016,366,286,80,0,0,0,0,97,64,44,0,0,366,0,0
Colorado,Montrose,2016,253,236,17,0,0,0,0,84,49,40,0,0,253,0,0
Colorado,Park,2016,366,270,93,3,0,0,0,133,64,47,0,0,364,1,1
Colorado,Pitkin,2016,122,122,0,0,0,0,0,44,23,12,0,0,0,19,103
Colorado,Prowers,2016,357,350,6,1,0,0,0,115,34,17,0,0,0,0,357
Colorado,Pueblo,2016,128,126,2,0,0,0,0,64,35,20,0,0,0,72,56
Colorado,Rio Blanco,2016,366,327,39,0,0,0,0,90,51,43,0,0,342,24,0
Colorado,Routt,2016,352,343,9,0,0,0,0,60,26,15,0,0,0,0,352
Colorado,San Juan,2016,121,121,0,0,0,0,0,23,13,6,0,0,0,121,0
Colorado,San Miguel,2016,245,189,55,1,0,0,0,105,63,44,0,0,187,0,58
Colorado,Weld,2016,366,246,117,3,0,0,0,129,71,45,0,0,286,79,1
Connecticut,Fairfield,2016,366,223,120,16,7,0,0,185,87,45,0,0,164,202,0
Connecticut,Hartford,2016,366,268,91,6,1,0,0,169,65,41,0,65,158,143,0
Connecticut,Litchfield,2016,366,308,50,7,1,0,0,164,61,38,1,0,335,30,0
Connecticut,Middlesex,2016,174,125,36,11,2,0,0,187,97,44,0,0,174,0,0
Connecticut,New Haven,2016,366,256,96,11,3,0,0,164,73,44,0,27,217,122,0
Connecticut,New London,2016,357,306,41,9,1,0,0,154,58,34,0,0,178,179,0
Connecticut,Tolland,2016,176,144,27,5,0,0,0,140,71,41,0,0,176,0,0
Connecticut,Windham,2016,358,331,23,3,1,0,0,154,48,35,0,0,358,0,0
Country Of Mexico,BAJA CALIFORNIA NORTE,2016,276,61,161,43,11,0,0,194,126,63,0,0,0,218,58
Delaware,Kent,2016,364,300,62,2,0,0,0,136,61,39,0,0,294,70,0
Delaware,New Castle,2016,366,238,118,9,1,0,0,154,74,44,0,14,217,135,0
Delaware,Sussex,2016,366,290,73,3,0,0,0,129,61,41,0,0,303,63,0
District Of Columbia,District of Columbia,2016,366,211,148,7,0,0,0,129,68,47,0,31,164,171,0
Florida,Alachua,2016,360,321,38,1,0,0,0,101,51,37,0,0,227,133,0
Florida,Baker,2016,358,334,24,0,0,0,0,80,47,34,0,0,358,0,0
Florida,Bay,2016,366,328,38,0,0,0,0,87,51,38,0,0,264,102,0
Florida,Brevard,2016,366,332,34,0,0,0,0,84,50,39,0,0,292,74,0
Florida,Broward,2016,362,296,66,0,0,0,0,93,55,41,1,23,178,160,0
Florida,Citrus,2016,343,309,33,1,0,0,0,104,50,34,0,0,0,343,0
Florida,Collier,2016,366,336,30,0,0,0,0,87,50,37,0,0,240,126,0
Florida,Columbia,2016,345,283,62,0,0,0,0,90,58,38,0,0,223,122,0
Florida,Duval,2016,366,270,96,0,0,0,0,97,60,42,0,2,222,142,0
Florida,Escambia,2016,366,314,52,0,0,0,0,97,58,41,0,0,308,58,0
Florida,Flagler,2016,362,346,16,0,0,0,0,74,46,35,0,0,362,0,0
Florida,Hamilton,2016,268,241,27,0,0,0,0,71,51,33,0,0,0,268,0
Florida,Highlands,2016,363,347,16,0,0,0,0,87,46,33,0,0,363,0,0
Florida,Hillsborough,2016,366,272,91,2,1,0,0,154,64,44,1,0,239,125,1
Florida,Holmes,2016,366,306,60,0,0,0,0,80,55,40,0,0,185,181,0
Florida,Indian River,2016,340,316,24,0,0,0,0,84,48,39,0,0,340,0,0
Florida,Lake,2016,334,299,34,1,0,0,0,115,51,37,0,0,334,0,0
Florida,Lee,2016,366,324,41,1,0,0,0,105,51,38,0,0,260,105,1
Florida,Leon,2016,361,297,64,0,0,0,0,84,55,40,0,0,172,189,0
Florida,Liberty,2016,342,333,9,0,0,0,0,67,45,33,0,0,342,0,0
Florida,Manatee,2016,366,343,23,0,0,0,0,87,49,36,0,0,366,0,0
Florida,Marion,2016,366,324,41,1,0,0,0,105,52,38,0,0,239,127,0
Florida,Martin,2016,363,327,36,0,0,0,0,87,50,38,0,0,244,119,0
Florida,Miami-Dade,2016,360,260,97,3,0,0,0,144,64,43,0,3,128,229,0
Florida,Nassau,2016,243,220,23,0,0,0,0,84,50,34,0,0,0,243,0
Florida,Okaloosa,2016,366,346,20,0,0,0,0,71,47,36,0,0,358,0,8
Florida,Orange,2016,366,293,73,0,0,0,0,97,58,40,0,12,220,134,0
Florida,Osceola,2016,366,342,24,0,0,0,0,90,49,35,0,0,366,0,0
Florida,Palm Beach,2016,359,268,88,2,1,0,0,164,58,41,0,0,143,140,76
Florida,Pasco,2016,366,328,37,1,0,0,0,105,51,37,0,0,366,0,0
Florida,Pinellas,2016,366,315,51,0,0,0,0,97,54,40,0,0,242,124,0
Florida,Polk,2016,366,320,46,0,0,0,0,90,53,39,0,0,246,120,0
Florida,Putnam,2016,361,361,0,0,0,0,0,45,24,14,0,0,0,0,361
Florida,Santa Rosa,2016,366,324,42,0,0,0,0,80,51,38,0,0,259,107,0
Florida,Sarasota,2016,366,300,66,0,0,0,0,97,54,40,0,0,219,147,0
Florida,Seminole,2016,365,330,35,0,0,0,0,87,50,38,0,0,341,17,7
Florida,St. Lucie,2016,329,309,20,0,0,0,0,93,48,37,0,0,329,0,0
Florida,Volusia,2016,359,317,42,0,0,0,0,89,51,38,0,0,253,106,0
Florida,Wakulla,2016,352,308,42,1,1,0,0,175,54,36,12,0,236,104,0
Georgia,Bibb,2016,366,267,94,5,0,0,0,147,63,42,0,0,146,220,0
Georgia,Charlton,2016,117,112,5,0,0,0,0,66,43,23,0,0,0,117,0
Georgia,Chatham,2016,365,311,51,3,0,0,0,143,53,37,0,0,139,226,0
Georgia,Chattooga,2016,242,217,25,0,0,0,0,93,51,42,0,0,242,0,0
Georgia,Clarke,2016,362,295,61,4,2,0,0,162,61,40,0,0,191,171,0
Georgia,Clayton,2016,121,98,22,1,0,0,0,145,54,34,0,0,0,121,0
Georgia,Cobb,2016,351,244,103,3,1,0,0,200,64,44,0,0,177,174,0
Georgia,Coffee,2016,43,40,3,0,0,0,0,54,47,31,0,0,0,43,0
Georgia,Columbia,2016,243,217,26,0,0,0,0,93,51,40,0,0,243,0,0
Georgia,Coweta,2016,366,303,62,0,1,0,0,154,57,39,0,0,178,188,0
Georgia,Dawson,2016,244,216,26,2,0,0,0,126,51,42,0,0,244,0,0
Georgia,DeKalb,2016,366,174,183,8,1,0,0,151,72,51,0,23,123,220,0
Georgia,Dougherty,2016,363,263,100,0,0,0,0,93,59,36,0,0,0,363,0
Georgia,Douglas,2016,245,196,42,6,1,0,0,151,67,43,0,0,245,0,0
Georgia,Floyd,2016,326,254,72,0,0,0,0,87,57,37,0,0,0,326,0
Georgia,Fulton,2016,366,202,151,12,1,0,0,156,71,48,0,24,103,239,0
Georgia,Glynn,2016,343,314,27,2,0,0,0,129,49,35,0,0,182,161,0
Georgia,Gwinnett,2016,365,284,72,9,0,0,0,147,64,42,0,0,202,163,0
Georgia,Hall,2016,119,103,14,1,1,0,0,155,52,30,0,0,0,119,0
